Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,Back to the table of content,,,,,,,
,Table 3.3:  Coal-fired generating technologies ,,,,,,,
,Country,Technology,Net capacity (MWe),Electrical conversion efficiency (%),Overnight costs (USD/kWe),Investment costs (USD/kWe),,
,,,,,,0.03,0.07,0.1
,Australia,Supercritical pulverised,722,0.4011,2433.480871360986,2583.0898621972674,2794.069656742511,2961.2553369614407
,,Supercritical pulverised (CCUS),633,0.3005,4489.648927236158,4765.669936120165,5154.9169687951335,5463.366079152993
,,Supercritical pulverised (lignite),709,0.3175,3755.9436107865145,3986.8568428816898,4312.4925282298445,4570.534411699467
,,"Supercritical pulverised 
(lignite, CCUS)",570,0.2065,6891.002172724095,7314.656984662388,7912.098386286823,8385.525935767691
,Japan,Ultra-supercritical,748.8,0.414003503649635,2418.822021905537,2567.5297951897674,2777.238685540621,2943.4172694037593
,Korea,Ultra-supercritical,954,0.433,1150.708618132174,1221.4535157524635,1321.2185357664441,1400.2748395657904
,United States,Pulverised,137.7,0.362,4382,4651.40281534982,5031.31681861059,5332.370202403831
,,Pulverised,140.1,0.359,3447,3658.9195583091814,3957.770213087792,4194.586966610224
,,Pulverised,649.96,0.401,2477.918285674424,2630.2592629376586,2845.091726576096,3015.330358402986
,,Pulverised (CCUS),649.67,0.311,4604,4887.051246433266,5286.212376285522,5602.517665875682
,,Supercritical pulverised,649.93,0.4175,2582,2740.7398606191773,2964.5960807057377,3141.985363442878
,,Supercritical pulverised (CCUS),649.6,0.32655,4654,4940.1252173980065,5343.6212856717675,5663.361689180153
,,Ultra-supercritical,640.7800000000001,0.4258243526974636,4157,4412.569946008491,4772.976726372483,5058.572097533713
,,Other coal (CCUS),499.12,0.31342128087220583,5991,6359.323200995156,6878.735522659983,7290.330872341706
,Non-OECD countries,,,,,,,
,Brazil,Other coal (lignite),900,0.34,2189.4863601841907,2324.0947101622037,2513.9204810847114,2664.343182477362
,China,Ultra-supercritical,346.75,0.45,800,849.1835354358412,918.5425501799343,973.5043728715347
,India,Ultra-supercritical,400,0.45,1147.6970617785591,1218.256810663055,1317.7607324501193,1396.610135466549
,,Ultra-supercritical,400,0.45,1111.1461999384776,1179.4588230623206,1275.7938301427905,1352.1321056746206
